Id	Client	Count	Tot_Avg	Ok	Error	Insta_Avg
1030	1	27593384	25281.681801477374	27593384	0	12874
1031	1	27604193	25268.39381875588	27604193	0	10810
1032	1	27618629	25258.440003121224	27618629	0	14442
1033	1	27630765	25246.382521061918	27630765	0	12129
1034	1	27644795	25236.081458673012	27644795	0	14030
1035	1	27655950	25223.232049454666	27655939	0	11145
1036	1	27670227	25213.234327785318	27670199	0	14343
1037	1	27682626	25201.477579051396	27682626	0	12343
1038	1	27695099	25189.835107728715	27695104	0	12481
1039	1	27708251	25178.866816826212	27708226	0	13140
1040	1	27720691	25167.030447840618	27720691	0	12453
1041	1	27733389	25155.55286609372	27733389	0	12689
1042	1	27745611	25143.723414802214	27745608	0	12219
1043	1	27757843	25132.011439879625	27757843	0	12214
1044	1	27770122	25120.36273492461	27770120	0	12301
1045	1	27783643	25109.857036099373	27783643	0	13520
1046	1	27794836	25097.266273148118	27794815	0	11165
1047	1	27809689	25087.981245895513	27809689	0	14881
1048	1	27820992	25075.534085662963	27820992	0	11303
1049	1	27835849	25066.309735944393	27835849	0	14857
1050	1	27847090	25053.849069538617	27847090	0	11241
1051	1	27861693	25044.323759452465	27861693	0	14603
1052	1	27873172	25032.114424915646	27873172	0	11479
1053	1	27887783	25022.73824891175	27887783	0	14611
1054	1	27899633	25010.904808294774	27899632	0	11900
1055	1	27914037	25001.35622370307	27914037	0	14354
1056	1	27925487	24989.216681092672	27925487	0	11451
1057	1	27938836	24978.647485048437	27938760	0	13263
1058	1	27952422	24968.342750644653	27952422	0	13671
1059	1	27964518	24956.83288171426	27964518	0	12096
1060	1	27978869	24947.354918564	27978869	0	14351
1061	1	27989854	24934.892908940397	27989854	0	10985
1062	1	28002268	24923.673160789374	28002268	0	12414
1063	1	28015023	24912.816795495706	28015023	0	12755
1064	1	28025919	24900.14129125183	28025912	0	10878
1065	1	28038969	24889.57711238205	28038969	0	13068
1066	1	28051925	24878.95017403445	28051925	0	12956
1067	1	28065339	24868.72665326401	28065339	0	13414
1068	1	28080307	24859.937958311915	28080307	0	14968
1069	1	28092382	24848.501321614567	28092382	0	12075
1070	1	28107908	24840.172260424348	28107908	0	15526
1071	1	28118846	24827.786276865776	28118846	0	10938
1072	1	28133921	24819.138883399508	28133921	0	15075
1073	1	28146211	24808.07340780989	28146211	0	12290
1074	1	28159344	24797.74386349968	28159336	0	13129
1075	1	28173448	24788.29630995946	28173448	0	14108
1076	1	28184963	24776.605794192117	28184963	0	11515
1077	1	28199158	24767.29043743937	28199158	0	14195
1078	1	28210039	24755.083276450106	28210039	0	10881
1079	1	28224790	24746.291612605044	28224777	0	14715
1080	1	28236904	24735.125647139295	28236904	0	12149
1081	1	28251436	24726.09918083009	28251436	0	14533
1082	1	28262845	24714.428191701285	28262845	0	11409
1083	1	28276389	24704.62810866393	28276390	0	13545
1084	1	28288674	24693.7610560499	28288674	0	12284
1085	1	28301714	24683.575379129667	28301704	0	13029
1086	1	28314220	24672.86018788604	28314220	0	12517
1087	1	28325908	24661.531826414408	28325908	0	11687
1088	1	28339884	24652.220035447495	28339884	0	13978
1089	1	28352218	24641.492207207997	28352218	0	12333
1090	1	28367141	24633.00527955179	28367141	0	14923
1091	1	28379317	24622.095272880164	28379317	0	12176
1092	1	28391606	24611.351678690542	28391600	0	12283
1093	1	28405565	24602.047686652546	28405565	0	14035
1094	1	28417008	24590.536018896368	28417008	0	11373
1095	1	28431293	24581.319792880837	28431792	0	14886
1096	1	28443461	24570.414201377665	28443461	0	11567
1097	1	28458351	24562.037699169545	28458340	0	14731
1098	1	28470687	24551.30161940212	28470687	0	12495
1099	1	28483289	24540.988929405383	28483289	0	12602
1100	1	28494561	24529.25683280551	28494560	0	11271
1101	1	28510178	24521.58130208192	28510178	0	15618
1102	1	28523460	24511.902548757706	28523460	0	13282
1103	1	28535927	24501.52714985227	28535907	0	12418
1104	1	28548980	24491.65523922842	28548980	0	13102
1105	1	28561051	24480.987890552093	28561051	0	12071
1106	1	28574221	24471.280802680307	28574192	0	13141
1107	1	28586564	24460.83943419835	28586564	0	12372
1108	1	28598198	24449.849681701162	28598198	0	11635
1109	1	28613182	24441.698518227884	28613154	0	15064
1110	1	28625064	24430.65226185373	28625064	0	11801
1111	1	28637823	24420.676186711433	28637806	0	12748
1112	1	28651713	24411.684211280663	28651713	0	13901
1113	1	28663550	24400.94927005654	28663550	0	11837
1114	1	28677797	24392.301312992742	28677797	0	14247
1115	1	28688944	24380.90921638512	28688944	0	11147
1116	1	28703308	24372.36668724887	28703298	0	14342
1117	1	28715749	24362.231569104013	28715749	0	12463
1118	1	28730798	24354.230670365734	28730808	0	15192
1119	1	28742750	24343.41927070406	28742750	0	11809
1120	1	28756462	24334.340107463275	28756429	0	13741
1121	1	28770576	24325.554878112798	28770576	0	14085
1122	1	28782920	24315.289475652084	28782920	0	12344
1123	1	28796118	24305.88473039305	28796118	0	13198
1124	1	28808088	24295.424325943124	28808088	0	11970
1125	1	28822330	24286.928109019143	28822330	0	14242
1126	1	28833759	24276.081743232968	28833759	0	11429
1127	1	28848321	24267.88968807238	28848321	0	14562
1128	1	28861118	24258.161539810655	28861088	0	12950
1129	1	28874626	24248.89457641376	28874626	0	13355
1130	1	28888597	24240.249844616563	28888597	0	13971
1131	1	28901066	24230.360909751802	28901066	0	12469
1132	1	28914521	24221.12598606537	28914493	0	13407
1133	1	28927198	24211.447378205114	28927196	0	12724
1134	1	28939239	24201.200234475822	28939216	0	12043
1135	1	28950963	24190.66264579811	28950963	0	11723
1136	1	28965437	24182.53111532651	28965437	0	14474
1137	1	28977198	24172.061095815403	28977198	0	11761
1138	1	28991027	24163.333077608924	28991051	0	13844
1139	1	29004136	24153.899846906847	29004136	0	13094
1140	1	29016427	24143.9866195689	29016427	0	12291
1141	1	29031093	24136.08857365253	29031093	0	14666
1142	1	29042895	24125.82286378515	29042895	0	11802
1143	1	29057648	24117.885235504593	29057625	0	14823
1144	1	29068873	24107.11115009864	29068873	0	11155
1145	1	29083159	24098.95178518508	29083128	0	14395
1146	1	29096020	24089.32956420806	29096020	0	12752
1147	1	29109628	24080.5739052995	29109591	0	13634
1148	1	29122333	24070.977735544933	29122333	0	12679
1149	1	29135723	24062.10620131877	29135723	0	13460
1150	1	29148966	24052.920037346736	29148966	0	13124
1151	1	29163681	24045.125559583266	29163703	0	14854
1152	1	29175128	24034.65558878896	29175128	0	11357
1153	1	29187824	24024.05724402726	29187824	0	12696
1154	1	29201338	24015.39362251592	29201338	0	13514
1155	1	29213814	24005.891632558927	29213814	0	12478
1156	1	29227588	23997.306332540218	29227588	0	13772
1157	1	29240107	23987.877070081406	29240107	0	12519
1158	1	29252616	23978.250568268144	29252583	0	12477
1159	1	29267145	23970.49429986525	29267145	0	14561
1160	1	29279424	23960.905344448	29279424	0	12279
1161	1	29290397	23950.258024349958	29290397	0	10973
1162	1	29303968	23941.70468288596	29303964	0	13586
1163	1	29316371	23932.24899031857	29316371	0	12388
1164	1	29329698	23923.537459710988	29329691	0	13318
1165	1	29342902	23914.745111878397	29342902	0	13213
1166	1	29355838	23905.78285169644	29355838	0	12935
1167	1	29369572	23897.489255273507	29369572	0	13735
1168	1	29381350	23887.616248381393	29381350	0	11778
1169	1	29395034	23879.30707200308	29395010	0	13664
1170	1	29408427	23870.645977501346	29408427	0	13413
1171	1	29421219	23861.60645726193	29421219	0	12832
1172	1	29434652	23853.050222229507	29434652	0	13393
1173	1	29446709	23843.48049675681	29446709	0	12058
1174	1	29461549	23836.151774756905	29461549	0	14843
1175	1	29474786	23827.568586424168	29474786	0	13233
1176	1	29487129	23818.272642935248	29487129	0	12343
1177	1	29500800	23809.981721282165	29500799	0	13668
1178	1	29514928	23802.00589182332	29514928	0	14131
1179	1	29528714	23793.724752805756	29528712	0	13820
1180	1	29542119	23785.214743352906	29542119	0	13371
1181	1	29557171	23778.13197409885	29557171	0	15101
1182	1	29570185	23769.337642901908	29570185	0	12965
1183	1	29583551	23760.78608195908	29583494	0	13243
1184	1	29596041	23751.645257198215	29596041	0	12659
1185	1	29606973	23741.29401295676	29606973	0	10886
1186	1	29619904	23732.500337071502	29619909	0	12992
1187	1	29633542	23724.24685556283	29633542	0	13577
1188	1	29646803	23715.858028902177	29646803	0	13261
1189	1	29661988	23708.72359368604	29661994	0	15414
1190	1	29675553	23700.397733980713	29675498	0	13378
1191	1	29687127	23690.65380150366	29687127	0	11532
1192	1	29701898	23683.489770422402	29701925	0	14811
1193	1	29714078	23673.99994921664	29714078	0	12140
1194	1	29726669	23665.15811114016	29726669	0	12591
1195	1	29739365	23656.413707404543	29739365	0	12696
1196	1	29753244	23648.540303098263	29753303	0	13983
1197	1	29765737	23639.2570172894	29765737	0	12389
1198	1	29780084	23631.829226453327	29780102	0	14411
1199	1	29792352	23622.741292649785	29792352	0	12204
1200	1	29805398	23614.340678672997	29805387	0	13035
1201	1	29818410	23605.911513775758	29818410	0	13023
1202	1	29832153	23597.979852739503	29832105	0	13722
1203	1	29846382	23590.536425942624	29846365	0	14233
1204	1	29859878	23582.54619656053	29859878	0	13513
1205	1	29872157	23573.4132544863	29872154	0	12277
1206	1	29885401	23565.25757287975	29885401	0	13246
1207	1	29899550	23557.79366507953	29899550	0	14149
1208	1	29912246	23549.23153495118	29912246	0	12696
1209	1	29926741	23542.054022696666	29926765	0	14575
1210	1	29939328	23533.349927887764	29939328	0	12507
1211	1	29953570	23525.998810857338	29953570	0	14242
1212	1	29966440	23517.61157419548	29966440	0	12835
1213	1	29978308	23508.460920891375	29978287	0	11885
1214	1	29990298	23499.376391201757	29990298	0	12008
1215	1	30005140	23492.56586996021	30005140	0	14842
1216	1	30017988	23484.01269064724	30017988	0	12848
1217	1	30032371	23476.701752043624	30032371	0	14383
1218	1	30045191	23468.357151659828	30045190	0	12829
1219	1	30058539	23460.441957672825	30058539	0	13340
1220	1	30072783	23453.053086794924	30072783	0	14244
1221	1	30084141	23443.607622334883	30084141	0	11357
1222	1	30099285	23437.04616410738	30099236	0	15235
1223	1	30111276	23427.784550678625	30111276	0	11900
1224	1	30124499	23419.828740791152	30124499	0	13223
1225	1	30138170	23412.226069712215	30138135	0	13760
1226	1	30151614	23404.352576489287	30151567	0	13376
1227	1	30164336	23395.932954304153	30164336	0	12701
1228	1	30176373	23387.098911105997	30176320	0	11966
1229	1	30189266	23378.961458344726	30189266	0	12964
1230	1	30202239	23370.892109842265	30202239	0	12973
1231	1	30214067	23361.948711096375	30214067	0	11828
1232	1	30227772	23354.40357639369	30227771	0	13800
1233	1	30242027	23346.624641904906	30242027	0	14173
1234	1	30255019	23338.249579510073	30255035	0	13160
1235	1	30267402	23329.194557287257	30267402	0	12202
1236	1	30282043	23322.465756450492	30282037	0	14636
1237	1	30294168	23313.83155811478	30294168	0	12130
1238	1	30306633	23305.472143600815	30306632	0	12463
1239	1	30320308	23298.053218696743	30320308	0	13677
1240	1	30331941	23289.059060863074	30331942	0	11623
1241	1	30345653	23281.695549183394	30345653	0	13722
1242	1	30358133	23273.39119756256	30358133	0	12480
1243	1	30369213	23264.038072026462	30369213	0	11080
1244	1	30383397	23256.996984475	30383235	0	14021
1245	1	30395325	23248.31553872595	30395325	0	12091
1246	1	30408855	23240.870809965858	30408855	0	13530
1247	1	30422606	23233.485443495985	30422521	0	13752
1248	1	30436722	23226.488037487445	30436722	0	14115
1249	1	30448962	23218.04995798259	30448956	0	12240
1250	1	30463314	23211.266841717574	30463314	0	14352
1251	1	30474594	23202.164073927015	30474594	0	11279
1252	1	30489558	23195.880006291234	30489558	0	14965
1253	1	30501047	23186.79766802249	30501047	0	11492
1254	1	30515303	23179.98485495674	30515303	0	14253
1255	1	30526972	23171.231038901897	30526970	0	11668
1256	1	30542191	23165.16322850729	30542191	0	15220
1257	1	30553578	23156.216991049852	30553578	0	11387
1258	1	30567867	23149.426137443894	30567861	0	14283
1259	1	30580915	23141.529185950185	30580915	0	13051
1260	1	30594215	23133.751704577615	30594269	0	13429
1261	1	30607340	23126.138058730026	30607340	0	12999
1262	1	30619667	23117.96633462768	30619667	0	12327
1263	1	30632563	23110.238039519034	30632563	0	12896
1264	1	30644199	23101.570580578235	30644199	0	11636
1265	1	30659467	23095.65218130189	30659467	0	15268
1266	1	30670952	23086.895146854786	30670952	0	11485
1267	1	30685633	23080.45132387949	30685739	0	14787
1268	1	30699083	23073.05649875629	30699075	0	13394
1269	1	30711729	23065.139166099227	30711729	0	12596
1270	1	30726397	23058.819997146118	30726380	0	14637
1271	1	30738681	23050.713356979642	30738681	0	12315
1272	1	30752134	23043.513223655245	30752134	0	13453
1273	1	30762813	23034.205157228673	30762813	0	10679
1274	1	30777421	23027.79517865858	30777407	0	14590
1275	1	30789277	23019.419633922465	30789277	0	11874
1276	1	30802055	23011.723633451977	30802055	0	12778
1277	1	30813887	23003.360674618136	30813887	0	11832
1278	1	30829063	22997.504260049758	30829063	0	15176
1279	1	30839818	22988.361531380055	30839818	0	10755
1280	1	30855097	22982.601907741242	30855097	0	15279
1281	1	30866413	22973.88309342619	30866414	0	11317
1282	1	30879519	22966.316451635095	30879519	0	13105
1283	1	30895273	22960.92819786267	30895273	0	15754
1284	1	30907860	22953.207615755502	30907860	0	12587
1285	1	30922006	22946.64473204728	30922006	0	14146
1286	1	30935175	22939.314900721613	30935155	0	13100
1287	1	30948367	22932.076014852162	30948364	0	13343
1288	1	30961018	22924.26390184019	30961018	0	12570
1289	1	30973328	22916.280518518295	30973407	0	12658
1290	1	30988082	22910.053767036174	30988082	0	14405
1291	1	30999206	22901.329928845735	30999206	0	11124
1292	1	31012271	22894.05171048712	31012271	0	13065
1293	1	31024040	22885.82803808535	31024040	0	11769
1294	1	31037823	22879.10106023559	31037823	0	13783
1295	1	31049449	22870.795155289466	31049449	0	11626
1296	1	31064176	22864.71124314326	31064137	0	14805
1297	1	31076665	22857.001484929708	31076665	0	12411
1298	1	31091347	22850.9764833319	31091347	0	14682
1299	1	31103144	22842.841079111997	31103144	0	11797
1300	1	31118165	22837.081956342558	31118157	0	15015
1301	1	31129796	22828.849288822676	31129796	0	11637
1302	1	31144407	22822.810603666658	31144407	0	14611
1303	1	31156191	22814.710780553687	31156191	0	11784
1304	1	31170948	22808.798831338157	31170948	0	14757
1305	1	31182771	22800.69583704247	31182771	0	11823
1306	1	31197498	22794.782578290007	31197498	0	14727
1307	1	31209615	22786.97011833129	31209610	0	12105
1308	1	31224786	22781.38386756205	31224786	0	15179
1309	1	31235695	22772.70755452719	31235695	0	10913
1310	1	31248866	22765.68048626816	31248830	0	13145
1311	1	31262721	22759.121257877916	31262721	0	13881
1312	1	31276448	22752.431161490833	31276322	0	14155
1313	1	31290008	22745.59140229717	31290008	0	13132
1314	1	31301436	22737.354957548487	31301435	0	11428
1315	1	31315944	22731.24490849799	31315942	0	14528
1316	1	31329376	22724.408579086405	31329378	0	13812
1317	1	31341143	22716.14991913574	31341143	0	11367
1318	1	31352954	22708.18526209077	31352859	0	11716
1319	1	31368301	22702.82542028282	31368301	0	15442
1320	1	31379684	22694.615489072083	31379684	0	11383
1321	1	31394391	22688.822690251473	31394366	0	14682
1322	1	31406314	22681.02606370342	31406314	0	11948
1323	1	31420519	22674.847619440305	31420518	0	14207
1324	1	31432386	22666.836640854628	31432386	0	11865
1325	1	31445270	22659.652755956224	31445290	0	12950
1326	1	31458582	22652.58265480372	31458582	0	13246
1327	1	31471570	22645.600935063107	31471570	0	12988
1328	1	31485606	22639.388848615137	31485606	0	14036
1329	1	31496372	22630.83166232633	31496372	0	10766
1330	1	31511135	22625.176030597017	31511135	0	14763
1331	1	31522336	22616.962885895653	31522336	0	11201
1332	1	31536957	22611.154963984103	31536957	0	14621
1333	1	31550215	22604.44810580035	31550215	0	13258
1334	1	31564067	22598.16656475116	31564067	0	13903
1335	1	31576937	22591.124907810077	31576937	0	12819
1336	1	31589843	22584.183529061193	31589840	0	12903
1337	1	31603239	22577.603703306537	31603239	0	13399
1338	1	31614613	22569.57157385096	31614613	0	11374
1339	1	31629691	22564.20427403762	31629691	0	15078
1340	1	31641717	22556.68480647066	31641717	0	12026
1341	1	31652758	22548.46552180655	31652758	0	11041
1342	1	31665353	22541.362980889804	31665350	0	12592
1343	1	31679008	22535.025906484458	31679008	0	13658
1344	1	31691098	22527.574418253527	31691098	0	12090
1345	1	31704549	22520.993510347555	31704549	0	13459
1346	1	31716712	22513.609255039606	31716712	0	12155
1347	1	31731502	22508.099320716083	31731502	0	14790
1348	1	31743868	22500.8942342231	31743864	0	12382
1349	1	31756626	22493.945178001104	31756626	0	12742
1350	1	31769716	22487.043823827204	31769770	0	13087
1351	1	31783004	22480.527742145066	31783004	0	13291
1352	1	31795658	22473.558493674696	31795659	0	12661
1353	1	31810064	22467.836071884405	31810064	0	14399
1354	1	31822001	22460.37740786018	31822001	0	11937
1355	1	31837382	22455.316302878553	31837382	0	15381
1356	1	31849862	22448.269309206902	31849862	0	12480
1357	1	31862768	22441.518872720895	31862767	0	12914
1358	1	31875893	22434.77569244507	31875855	0	13068
1359	1	31889957	22428.823702388607	31889955	0	14077
1360	1	31902637	22421.95268060362	31902631	0	12703
1361	1	31916741	22416.026608776243	31916741	0	14117
1362	1	31930117	22409.529266696925	31930117	0	13375
1363	1	31944073	22403.55950508392	31944034	0	13924
1364	1	31958523	22397.959152779094	31958523	0	14560
1365	1	31970709	22390.56815383091	31970708	0	12108
1366	1	31985578	22385.209512725676	31985578	0	14870
1367	1	31997475	22377.78338615499	31997475	0	11897
1368	1	32012206	22372.316430587227	32012189	0	14998
1369	1	32025255	22365.448303073514	32025237	0	12736
1370	1	32038185	22358.817663448823	32038185	0	12976
1371	1	32051178	22352.24163794041	32051139	0	13022
1372	1	32065021	22346.231541855836	32065021	0	13814
1373	1	32078333	22339.905974235353	32078274	0	13382
1374	1	32089532	22332.09326957388	32089532	0	11129
1375	1	32105069	22327.203053424037	32105066	0	15570
1376	1	32117532	22320.23290170191	32117532	0	12430
1377	1	32131216	22314.1885870995	32131230	0	13738
1378	1	32142283	22306.35045463047	32142283	0	11013
1379	1	32155015	22299.58321179529	32155013	0	12684
1380	1	32168176	22293.016484606564	32168175	0	13208
1381	1	32181551	22286.832083376903	32181551	0	13376
1382	1	32193305	22279.51236160454	32193305	0	11754
1383	1	32207586	22273.9653198284	32207586	0	14281
1384	1	32218834	22266.31600718356	32218843	0	11296
1385	1	32233076	22260.740824423174	32233076	0	14194
1386	1	32245849	22253.971228754453	32245820	0	12936
1387	1	32258439	22247.17618862447	32258439	0	12427
1388	1	32272028	22241.187081475997	32272028	0	13665
1389	1	32285714	22235.25212162159	32285714	0	13566
1390	1	32298202	22228.493407466372	32298272	0	12599
1391	1	32311126	22222.030308944362	32311074	0	12755
1392	1	32323949	22215.550765330743	32323949	0	12925
1393	1	32337042	22209.270406517968	32337042	0	13093
1394	1	32348058	22201.57285644907	32348058	0	11016
1395	1	32361161	22195.306737297557	32361165	0	13139
1396	1	32374111	22188.950075497516	32374111	0	12914
1397	1	32387852	22183.14677748804	32387841	0	13714
1398	1	32401380	22177.194472286345	32401380	0	13555
1399	1	32413373	22170.214012844914	32413373	0	11993
1400	1	32428062	22165.084560227166	32428062	0	14689
1401	1	32440221	22158.23479742508	32440221	0	12159
1402	1	32454029	22152.51983582184	32454029	0	13808
1403	1	32467063	22146.285567213825	32467063	0	13034
1404	1	32481428	22140.965693595237	32481428	0	14365
1405	1	32494615	22134.778144560136	32494615	0	13187
1406	1	32508156	22128.910961451165	32508156	0	13541
1407	1	32521615	22122.97452865983	32521633	0	13626
1408	1	32534439	22116.493446920227	32534439	0	12657
1409	1	32547248	22110.158043926866	32547248	0	12809
1410	1	32560921	22104.380108171135	32560921	0	13673
1411	1	32574712	22098.731871495253	32574696	0	13909
1412	1	32587534	22092.082080219545	32587534	0	12704
1413	1	32600383	22085.80407375065	32600377	0	12843
1414	1	32613437	22079.47567625961	32613437	0	13060
1415	1	32625503	22072.676026824964	32625503	0	12066
1416	1	32639903	22067.474543625354	32639903	0	14400
1417	1	32650617	22059.788584697537	32650617	0	10714
1418	1	32664400	22054.14715650688	32664398	0	13800
1419	1	32676906	22047.578684822707	32676906	0	12489
1420	1	32690738	22041.906803375467	32690738	0	13832
1421	1	32703200	22035.437167536908	32703198	0	12460
1422	1	32716729	22029.683247255187	32716729	0	13532
1423	1	32728411	22022.68287125135	32728400	0	11665
1424	1	32743684	22018.07442736546	32743684	0	15289
1425	1	32755345	22011.09536618518	32755340	0	11657
1426	1	32767903	22004.729178690144	32767903	0	12562
1427	1	32781885	21999.337811032332	32781885	0	13982
1428	1	32794442	21992.991759444223	32794442	0	12557
1429	1	32807900	21987.256257875157	32807900	0	13458
1430	1	32820112	21980.692620632966	32820112	0	12212
1431	1	32835333	21976.155904511925	32835333	0	15221
1432	1	32846427	21968.863008089324	32846427	0	11094
1433	1	32861195	21964.03522028882	32861195	0	14768
1434	1	32872441	21956.85969780594	32872441	0	11246
1435	1	32886350	21951.459846054848	32886332	0	13872
1436	1	32898695	21945.037591162643	32898695	0	12382
1437	1	32911917	21939.19139275889	32911905	0	13211
1438	1	32924588	21932.937249040675	32924588	0	12682
1439	1	32937366	21926.830774395145	32937336	0	12753
1440	1	32951354	21921.526615663985	32951354	0	14013
1441	1	32962363	21914.214211636503	32962367	0	11017
1442	1	32976543	21909.045144054013	32976530	0	14143
1443	1	32989589	21903.044726268476	32989589	0	13086
1444	1	33001968	21896.685084157398	33001963	0	12434
1445	1	33015840	21891.303359644164	33015840	0	13806
1446	1	33029067	21885.54749770206	33029067	0	13227
1447	1	33041011	21878.879444410115	33041011	0	11944
1448	1	33055116	21873.7190262724	33055116	0	14105
1449	1	33066556	21866.80486392516	33066556	0	11440
1450	1	33082150	21862.603159089667	33081694	0	15174
1451	1	33093268	21855.476765158808	33093268	0	11538
1452	1	33108902	21851.31351835918	33108902	0	15634
1453	1	33120801	21844.66262904885	33120801	0	11899
1454	1	33133555	21838.656340688733	33133555	0	12754
1455	1	33146782	21832.935357346105	33146782	0	13227
1456	1	33160237	21827.41080230616	33160237	0	13455
1457	1	33173894	21822.023167687323	33173894	0	13657
1458	1	33186119	21815.699169132033	33186119	0	12238
1459	1	33202107	21811.842635902485	33202107	0	15975
1460	1	33213638	21805.070882995853	33213638	0	11541
1461	1	33228252	21800.211992266683	33228253	0	14568
1462	1	33240586	21793.982731848766	33240586	0	12370
1463	1	33255236	21789.22521345651	33255267	0	14764
1464	1	33267401	21782.771991522022	33267401	0	12051
1465	1	33279461	21776.380643290435	33279430	0	12097
1466	1	33293810	21771.445434422814	33293461	0	14121
1467	1	33306723	21765.593221510942	33306723	0	13104
1468	1	33318594	21759.118074141024	33318524	0	11904
1469	1	33332577	21753.912596361086	33332579	0	13987
1470	1	33346321	21748.676422085293	33346321	0	13707
1471	1	33358211	21742.236396278724	33358211	0	11890
1472	1	33370713	21736.138540521537	33370611	0	12400
1473	1	33383228	21730.11663660525	33383227	0	12638
1474	1	33397644	21725.08424206198	33397644	0	14395
1475	1	33410425	21719.21667656978	33410425	0	12781
1476	1	33423075	21713.288699579134	33423010	0	12656
1477	1	33436616	21707.9508326439	33436616	0	13535
1478	1	33449212	21702.017812461356	33449212	0	12596
1479	1	33462938	21696.826254436448	33462938	0	13726
1480	1	33474793	21690.417078320606	33474786	0	11847
1481	1	33487945	21684.759981667048	33487927	0	13142
1482	1	33501034	21679.188063804366	33501034	0	13107
1483	1	33514321	21673.74077989587	33514308	0	13230
1484	1	33526721	21667.706387438364	33526720	0	12457
1485	1	33540425	21662.484536111013	33540425	0	13704
1486	1	33551658	21655.73847962092	33551658	0	11233
1487	1	33566104	21650.923648529748	33566008	0	14360
1488	1	33579159	21645.326937114398	33579201	0	13341
1489	1	33593320	21640.418418777084	33593286	0	13971
1490	1	33605695	21634.300315464	33605695	0	12365
1491	1	33618478	21628.592097596375	33618478	0	12783
1492	1	33630589	21622.453707727287	33630581	0	12108
1493	1	33644798	21617.584411710897	33644798	0	14212
1494	1	33656742	21611.345320893088	33656742	0	11944
1495	1	33671214	21606.74999692033	33671214	0	14472
1496	1	33682968	21600.408622685845	33682968	0	11754
1497	1	33697332	21595.76621587594	33697332	0	14364
1498	1	33708088	21588.809879126333	33708088	0	10756
1499	1	33722793	21584.335927186963	33722797	0	14932
1500	1	33735308	21578.423588460435	33735308	0	12288
1501	1	33749025	21573.363149370918	33749006	0	13728
1502	1	33764217	21569.188578664987	33764209	0	15181
1503	1	33775811	21562.80167805808	33775811	0	11594
1504	1	33790462	21558.374231027246	33790462	0	14651
1505	1	33802192	21552.084307245314	33802192	0	11730
1506	1	33817235	21547.922764605086	33817235	0	15043
1507	1	33828533	21541.380354310593	33828533	0	11298
1508	1	33843342	21537.084624820414	33843342	0	14809
1509	1	33855511	21531.030462623417	33855511	0	12169
1510	1	33868877	21525.813810072046	33868877	0	13366
1511	1	33882769	21520.923292330677	33882749	0	13941
1512	1	33896373	21515.65832823246	33896351	0	13534
1513	1	33909874	21510.391641257334	33909874	0	13522
1514	1	33921213	21503.928846652536	33921213	0	11341
1515	1	33935797	21499.44028486346	33935782	0	14934
1516	1	33947504	21493.077534335607	33947504	0	11426
1517	1	33961472	21488.284853497018	33961432	0	13864
1518	1	33973403	21482.214590527976	33973403	0	11964
1519	1	33986648	21476.91721840157	33986605	0	13205
1520	1	33998521	21470.67567638144	33998521	0	11913
1521	1	34013342	21466.19370334463	34013458	0	14976
1522	1	34025701	21460.42152493164	34025701	0	12204
1523	1	34038033	21454.651831164767	34038033	0	12332
1524	1	34053090	21450.474884498526	34053138	0	15152
1525	1	34065446	21444.69737265979	34065446	0	12261
1526	1	34078672	21439.50884418984	34078672	0	13226
1527	1	34091269	21433.93883478127	34091269	0	12597
1528	1	34105018	21429.096458436554	34105018	0	13749
1529	1	34116092	21422.426926312044	34116092	0	11074
1530	1	34129665	21417.493945623555	34129665	0	13573
1531	1	34143225	21412.552207873952	34143225	0	13560
1532	1	34155549	21406.832635140752	34155550	0	12325
1533	1	34169507	21402.13860520071	34169454	0	13977
1534	1	34182762	21396.997891971343	34182762	0	13235
1535	1	34196104	21391.94452408291	34196104	0	13342
1536	1	34208430	21386.238691798015	34208430	0	12326
1537	1	34222390	21381.53051341084	34222397	0	13998
1538	1	34235567	21376.24606441871	34235583	0	13297
1539	1	34249669	21371.463015909943	34249669	0	13944
1540	1	34263083	21366.446836022023	34263056	0	13387
1541	1	34276438	21361.432780312978	34276438	0	13382
1542	1	34291789	21357.676419436735	34291789	0	15351
1543	1	34304350	21352.174247206338	34304350	0	12561
1544	1	34317081	21346.793777614832	34317081	0	12731
1545	1	34328693	21340.55272824255	34328657	0	11532
1546	1	34343528	21336.478193523562	34343488	0	14925
1547	1	34354671	21330.08423524334	34354671	0	11133
1548	1	34368066	21325.1477982918	34368066	0	13395
1549	1	34381271	21320.039818756348	34381241	0	13201
1550	1	34393939	21314.631120391077	34393939	0	12672
1551	1	34406642	21309.284304412948	34406642	0	12703
1552	1	34420839	21304.86972589018	34420839	0	14197
1553	1	34435712	21300.873759982067	34435712	0	14873
1554	1	34446680	21294.47645049655	34446680	0	10968
1555	1	34460679	21289.951869433284	34460676	0	13996
1556	1	34473251	21284.533883172237	34473251	0	12575
1557	1	34486043	21279.2471892282	34486043	0	12851
1558	1	34499934	21274.600677956714	34499849	0	13747
1559	1	34513919	21270.101794771446	34513910	0	14041
1560	1	34525655	21264.215643744472	34525655	0	11765
1561	1	34539497	21259.634359234926	34539497	0	13842
1562	1	34551425	21253.881539179085	34551416	0	11890
1563	1	34563813	21248.416746476123	34563783	0	12396
1564	1	34577104	21243.51549814362	34577104	0	13321
1565	1	34589177	21237.871792205162	34589177	0	12073
1566	1	34602423	21232.954646643604	34602416	0	13239
